chr	start	end	name
chr18	12838207	12838359	RUNX1ChIP_MCF10AOEq0.05_peak_5770
chr18	12990151	12990388	RUNX1ChIP_MCF10AOEq0.05_peak_5771
chr18	13288626	13288701	RUNX1ChIP_MCF10AOEq0.05_peak_5772
chr18	13359399	13359477	RUNX1ChIP_MCF10AOEq0.05_peak_5773
chr18	13425929	13426052	RUNX1ChIP_MCF10AOEq0.05_peak_5774
chr18	14071932	14072044	RUNX1ChIP_MCF10AOEq0.05_peak_5775
chr18	14336301	14336403	RUNX1ChIP_MCF10AOEq0.05_peak_5776
chr18	14470380	14470578	RUNX1ChIP_MCF10AOEq0.05_peak_5777
chr18	14559245	14559323	RUNX1ChIP_MCF10AOEq0.05_peak_5778
chr18	14925387	14925642	RUNX1ChIP_MCF10AOEq0.05_peak_5779
chr18	14969047	14969147	RUNX1ChIP_MCF10AOEq0.05_peak_5780
chr18	14974770	14974846	RUNX1ChIP_MCF10AOEq0.05_peak_5781
chr18	22250717	22250992	RUNX1ChIP_MCF10AOEq0.05_peak_5782
chr18	22564258	22564463	RUNX1ChIP_MCF10AOEq0.05_peak_5783
chr18	22605351	22605445	RUNX1ChIP_MCF10AOEq0.05_peak_5784
chr18	22840222	22840495	RUNX1ChIP_MCF10AOEq0.05_peak_5785
chr18	22844198	22844344	RUNX1ChIP_MCF10AOEq0.05_peak_5786
chr18	22871797	22872071	RUNX1ChIP_MCF10AOEq0.05_peak_5787
chr18	23036926	23037160	RUNX1ChIP_MCF10AOEq0.05_peak_5788
chr18	23280956	23281172	RUNX1ChIP_MCF10AOEq0.05_peak_5789
chr18	23303236	23303344	RUNX1ChIP_MCF10AOEq0.05_peak_5790
chr18	23318025	23318250	RUNX1ChIP_MCF10AOEq0.05_peak_5791
chr18	23422882	23423183	RUNX1ChIP_MCF10AOEq0.05_peak_5792
chr18	23588972	23589052	RUNX1ChIP_MCF10AOEq0.05_peak_5793
chr18	23634816	23634954	RUNX1ChIP_MCF10AOEq0.05_peak_5794
chr18	23662397	23662586	RUNX1ChIP_MCF10AOEq0.05_peak_5795
chr18	23833783	23834020	RUNX1ChIP_MCF10AOEq0.05_peak_5796
chr18	23871635	23871755	RUNX1ChIP_MCF10AOEq0.05_peak_5797
chr18	24009754	24009854	RUNX1ChIP_MCF10AOEq0.05_peak_5798
chr18	24009913	24010041	RUNX1ChIP_MCF10AOEq0.05_peak_5799
chr18	24064769	24064992	RUNX1ChIP_MCF10AOEq0.05_peak_5800
chr18	24369492	24369626	RUNX1ChIP_MCF10AOEq0.05_peak_5801
chr18	26090567	26090654	RUNX1ChIP_MCF10AOEq0.05_peak_5802
chr18	26286124	26286350	RUNX1ChIP_MCF10AOEq0.05_peak_5803
chr18	26487532	26487711	RUNX1ChIP_MCF10AOEq0.05_peak_5804
chr18	26575365	26575439	RUNX1ChIP_MCF10AOEq0.05_peak_5805
chr18	26656201	26656274	RUNX1ChIP_MCF10AOEq0.05_peak_5806
chr18	26828978	26829053	RUNX1ChIP_MCF10AOEq0.05_peak_5807
chr18	26901224	26901331	RUNX1ChIP_MCF10AOEq0.05_peak_5808
chr18	27428860	27428974	RUNX1ChIP_MCF10AOEq0.05_peak_5809
chr18	29251900	29251999	RUNX1ChIP_MCF10AOEq0.05_peak_5810
chr18	29384005	29384083	RUNX1ChIP_MCF10AOEq0.05_peak_5811
chr18	30044565	30044725	RUNX1ChIP_MCF10AOEq0.05_peak_5812
chr18	32085264	32085471	RUNX1ChIP_MCF10AOEq0.05_peak_5813
chr18	32362583	32362743	RUNX1ChIP_MCF10AOEq0.05_peak_5814
chr18	34028520	34028699	RUNX1ChIP_MCF10AOEq0.05_peak_5815
chr18	35240953	35241116	RUNX1ChIP_MCF10AOEq0.05_peak_5816
chr18	35542565	35542713	RUNX1ChIP_MCF10AOEq0.05_peak_5817
chr18	35812201	35812352	RUNX1ChIP_MCF10AOEq0.05_peak_5818
chr18	35861929	35862099	RUNX1ChIP_MCF10AOEq0.05_peak_5819
chr18	36309448	36309862	RUNX1ChIP_MCF10AOEq0.05_peak_5820
chr18	36360646	36360879	RUNX1ChIP_MCF10AOEq0.05_peak_5821
chr18	36373099	36373297	RUNX1ChIP_MCF10AOEq0.05_peak_5822
chr18	36496177	36496311	RUNX1ChIP_MCF10AOEq0.05_peak_5823
chr18	36505075	36505156	RUNX1ChIP_MCF10AOEq0.05_peak_5824
chr18	36519452	36519706	RUNX1ChIP_MCF10AOEq0.05_peak_5825
chr18	36531065	36531209	RUNX1ChIP_MCF10AOEq0.05_peak_5826
chr18	36532631	36532848	RUNX1ChIP_MCF10AOEq0.05_peak_5827
chr18	36534082	36534421	RUNX1ChIP_MCF10AOEq0.05_peak_5828
chr18	36903387	36903460	RUNX1ChIP_MCF10AOEq0.05_peak_5829
chr18	36998355	36998525	RUNX1ChIP_MCF10AOEq0.05_peak_5830
chr18	37361359	37361443	RUNX1ChIP_MCF10AOEq0.05_peak_5831
chr18	37460755	37460828	RUNX1ChIP_MCF10AOEq0.05_peak_5832
chr18	38052989	38053088	RUNX1ChIP_MCF10AOEq0.05_peak_5833
chr18	38525176	38525391	RUNX1ChIP_MCF10AOEq0.05_peak_5834
chr18	38547080	38547209	RUNX1ChIP_MCF10AOEq0.05_peak_5835
chr18	39445099	39445260	RUNX1ChIP_MCF10AOEq0.05_peak_5836
chr18	40031543	40031619	RUNX1ChIP_MCF10AOEq0.05_peak_5837
chr18	40058980	40059098	RUNX1ChIP_MCF10AOEq0.05_peak_5838
chr18	40414653	40414796	RUNX1ChIP_MCF10AOEq0.05_peak_5839
chr18	41114047	41114249	RUNX1ChIP_MCF10AOEq0.05_peak_5840
chr18	41326394	41326616	RUNX1ChIP_MCF10AOEq0.05_peak_5841
chr18	41906728	41906830	RUNX1ChIP_MCF10AOEq0.05_peak_5842
chr18	42113906	42114183	RUNX1ChIP_MCF10AOEq0.05_peak_5843
chr18	44341761	44341896	RUNX1ChIP_MCF10AOEq0.05_peak_5844
chr18	44733451	44733765	RUNX1ChIP_MCF10AOEq0.05_peak_5845
chr18	44912898	44913037	RUNX1ChIP_MCF10AOEq0.05_peak_5846
chr18	44920624	44920744	RUNX1ChIP_MCF10AOEq0.05_peak_5847
chr18	45166950	45167027	RUNX1ChIP_MCF10AOEq0.05_peak_5848
chr18	45774212	45774300	RUNX1ChIP_MCF10AOEq0.05_peak_5849
chr18	45774367	45774440	RUNX1ChIP_MCF10AOEq0.05_peak_5850
chr18	45793105	45793518	RUNX1ChIP_MCF10AOEq0.05_peak_5851
chr18	45852731	45852825	RUNX1ChIP_MCF10AOEq0.05_peak_5852
chr18	46278634	46278728	RUNX1ChIP_MCF10AOEq0.05_peak_5853
chr18	46397338	46397495	RUNX1ChIP_MCF10AOEq0.05_peak_5854
chr18	46397627	46397714	RUNX1ChIP_MCF10AOEq0.05_peak_5855
chr18	46406665	46406771	RUNX1ChIP_MCF10AOEq0.05_peak_5856
chr18	46412147	46412452	RUNX1ChIP_MCF10AOEq0.05_peak_5857
chr18	46675258	46675482	RUNX1ChIP_MCF10AOEq0.05_peak_5858
chr18	46892905	46893114	RUNX1ChIP_MCF10AOEq0.05_peak_5859
chr18	47209239	47209324	RUNX1ChIP_MCF10AOEq0.05_peak_5860
chr18	47370110	47370373	RUNX1ChIP_MCF10AOEq0.05_peak_5861
chr18	47371685	47371876	RUNX1ChIP_MCF10AOEq0.05_peak_5862
chr18	47453635	47453727	RUNX1ChIP_MCF10AOEq0.05_peak_5863
chr18	48003145	48003254	RUNX1ChIP_MCF10AOEq0.05_peak_5864
chr18	48036865	48037071	RUNX1ChIP_MCF10AOEq0.05_peak_5865
chr18	48049958	48050195	RUNX1ChIP_MCF10AOEq0.05_peak_5866
chr18	48050373	48050541	RUNX1ChIP_MCF10AOEq0.05_peak_5867
chr18	48161515	48161616	RUNX1ChIP_MCF10AOEq0.05_peak_5868
chr18	48227423	48227741	RUNX1ChIP_MCF10AOEq0.05_peak_5869
chr18	48228221	48228426	RUNX1ChIP_MCF10AOEq0.05_peak_5870
chr18	48375597	48375759	RUNX1ChIP_MCF10AOEq0.05_peak_5871
chr18	48456101	48456424	RUNX1ChIP_MCF10AOEq0.05_peak_5872
chr18	48550007	48550681	RUNX1ChIP_MCF10AOEq0.05_peak_5873
chr18	48750505	48750653	RUNX1ChIP_MCF10AOEq0.05_peak_5874
chr18	48835257	48835358	RUNX1ChIP_MCF10AOEq0.05_peak_5875
chr18	48896878	48897143	RUNX1ChIP_MCF10AOEq0.05_peak_5876
chr18	48990704	48990853	RUNX1ChIP_MCF10AOEq0.05_peak_5877
chr18	49656170	49656424	RUNX1ChIP_MCF10AOEq0.05_peak_5878
chr18	50103062	50103268	RUNX1ChIP_MCF10AOEq0.05_peak_5879
chr18	50138528	50138608	RUNX1ChIP_MCF10AOEq0.05_peak_5880
chr18	50180184	50180350	RUNX1ChIP_MCF10AOEq0.05_peak_5881
chr18	50306977	50307198	RUNX1ChIP_MCF10AOEq0.05_peak_5882
chr18	50428114	50428220	RUNX1ChIP_MCF10AOEq0.05_peak_5883
chr18	50454527	50454630	RUNX1ChIP_MCF10AOEq0.05_peak_5884
chr18	50610380	50610489	RUNX1ChIP_MCF10AOEq0.05_peak_5885
chr18	50693632	50693780	RUNX1ChIP_MCF10AOEq0.05_peak_5886
chr18	50727539	50727635	RUNX1ChIP_MCF10AOEq0.05_peak_5887
chr18	50836561	50836682	RUNX1ChIP_MCF10AOEq0.05_peak_5888
chr18	51017417	51017490	RUNX1ChIP_MCF10AOEq0.05_peak_5889
chr18	51137133	51137282	RUNX1ChIP_MCF10AOEq0.05_peak_5890
chr18	51211729	51211857	RUNX1ChIP_MCF10AOEq0.05_peak_5891
chr18	51340388	51340510	RUNX1ChIP_MCF10AOEq0.05_peak_5892
chr18	51462066	51462293	RUNX1ChIP_MCF10AOEq0.05_peak_5893
chr18	51751969	51752244	RUNX1ChIP_MCF10AOEq0.05_peak_5894
chr18	52293208	52293286	RUNX1ChIP_MCF10AOEq0.05_peak_5895
chr18	53590496	53590704	RUNX1ChIP_MCF10AOEq0.05_peak_5896
chr18	53615641	53615863	RUNX1ChIP_MCF10AOEq0.05_peak_5897
chr18	54109437	54109560	RUNX1ChIP_MCF10AOEq0.05_peak_5898
chr18	54240635	54240809	RUNX1ChIP_MCF10AOEq0.05_peak_5899
chr18	54269482	54269594	RUNX1ChIP_MCF10AOEq0.05_peak_5900
chr18	54539897	54540064	RUNX1ChIP_MCF10AOEq0.05_peak_5901
chr18	54608404	54608535	RUNX1ChIP_MCF10AOEq0.05_peak_5902
chr18	54718269	54718342	RUNX1ChIP_MCF10AOEq0.05_peak_5903
chr18	55052219	55052482	RUNX1ChIP_MCF10AOEq0.05_peak_5904
chr18	55266046	55266132	RUNX1ChIP_MCF10AOEq0.05_peak_5905
chr18	55694360	55694504	RUNX1ChIP_MCF10AOEq0.05_peak_5906
chr18	57141749	57141860	RUNX1ChIP_MCF10AOEq0.05_peak_5907
chr18	58135329	58135502	RUNX1ChIP_MCF10AOEq0.05_peak_5908
chr18	58213526	58213796	RUNX1ChIP_MCF10AOEq0.05_peak_5909
chr18	58284825	58285003	RUNX1ChIP_MCF10AOEq0.05_peak_5910
chr18	58309751	58309864	RUNX1ChIP_MCF10AOEq0.05_peak_5911
chr18	58310480	58310775	RUNX1ChIP_MCF10AOEq0.05_peak_5912
chr18	58691387	58691527	RUNX1ChIP_MCF10AOEq0.05_peak_5913
chr18	58785409	58785615	RUNX1ChIP_MCF10AOEq0.05_peak_5914
chr18	58886967	58887340	RUNX1ChIP_MCF10AOEq0.05_peak_5915
chr18	58887565	58887925	RUNX1ChIP_MCF10AOEq0.05_peak_5916
chr18	58893887	58893973	RUNX1ChIP_MCF10AOEq0.05_peak_5917
chr18	59339499	59339658	RUNX1ChIP_MCF10AOEq0.05_peak_5918
chr18	59623928	59624069	RUNX1ChIP_MCF10AOEq0.05_peak_5919
chr18	59662515	59662696	RUNX1ChIP_MCF10AOEq0.05_peak_5920
chr18	59719560	59719633	RUNX1ChIP_MCF10AOEq0.05_peak_5921
chr18	59921410	59921930	RUNX1ChIP_MCF10AOEq0.05_peak_5922
chr18	59923237	59923483	RUNX1ChIP_MCF10AOEq0.05_peak_5923
chr18	61640619	61641052	RUNX1ChIP_MCF10AOEq0.05_peak_5924
chr18	61764488	61764652	RUNX1ChIP_MCF10AOEq0.05_peak_5925
chr18	62076230	62076363	RUNX1ChIP_MCF10AOEq0.05_peak_5926
chr18	62450818	62450913	RUNX1ChIP_MCF10AOEq0.05_peak_5927
chr18	62452349	62452498	RUNX1ChIP_MCF10AOEq0.05_peak_5928
chr18	62526154	62526294	RUNX1ChIP_MCF10AOEq0.05_peak_5929
chr18	62767274	62767348	RUNX1ChIP_MCF10AOEq0.05_peak_5930
chr18	63376591	63376842	RUNX1ChIP_MCF10AOEq0.05_peak_5931
chr18	63409323	63409464	RUNX1ChIP_MCF10AOEq0.05_peak_5932
chr18	64685077	64685193	RUNX1ChIP_MCF10AOEq0.05_peak_5933
chr18	67265748	67265927	RUNX1ChIP_MCF10AOEq0.05_peak_5934
chr18	68723712	68723796	RUNX1ChIP_MCF10AOEq0.05_peak_5935
chr18	69935615	69935733	RUNX1ChIP_MCF10AOEq0.05_peak_5936
chr18	72589329	72589531	RUNX1ChIP_MCF10AOEq0.05_peak_5937
chr18	72898313	72898413	RUNX1ChIP_MCF10AOEq0.05_peak_5938
chr18	73283854	73284116	RUNX1ChIP_MCF10AOEq0.05_peak_5939
chr18	73614934	73615075	RUNX1ChIP_MCF10AOEq0.05_peak_5940
chr18	73680009	73680162	RUNX1ChIP_MCF10AOEq0.05_peak_5941
chr18	73683574	73683885	RUNX1ChIP_MCF10AOEq0.05_peak_5942
chr18	73737973	73738158	RUNX1ChIP_MCF10AOEq0.05_peak_5943
chr18	74040951	74041341	RUNX1ChIP_MCF10AOEq0.05_peak_5944
chr18	74378413	74378626	RUNX1ChIP_MCF10AOEq0.05_peak_5945
chr18	74485024	74485176	RUNX1ChIP_MCF10AOEq0.05_peak_5946
chr18	74682262	74682471	RUNX1ChIP_MCF10AOEq0.05_peak_5947
chr18	75100937	75101038	RUNX1ChIP_MCF10AOEq0.05_peak_5948
chr18	75408964	75409219	RUNX1ChIP_MCF10AOEq0.05_peak_5949
chr18	75575538	75575671	RUNX1ChIP_MCF10AOEq0.05_peak_5950
chr18	75607772	75608005	RUNX1ChIP_MCF10AOEq0.05_peak_5951
chr18	75624925	75625045	RUNX1ChIP_MCF10AOEq0.05_peak_5952
chr18	75626534	75626849	RUNX1ChIP_MCF10AOEq0.05_peak_5953
chr18	76246634	76246707	RUNX1ChIP_MCF10AOEq0.05_peak_5954
chr18	76391318	76391419	RUNX1ChIP_MCF10AOEq0.05_peak_5955
chr18	76391496	76391576	RUNX1ChIP_MCF10AOEq0.05_peak_5956
chr18	76806301	76806565	RUNX1ChIP_MCF10AOEq0.05_peak_5957
chr18	77062574	77062728	RUNX1ChIP_MCF10AOEq0.05_peak_5958
chr18	77065561	77065676	RUNX1ChIP_MCF10AOEq0.05_peak_5959
chr18	77081455	77081554	RUNX1ChIP_MCF10AOEq0.05_peak_5960
chr18	77100803	77101036	RUNX1ChIP_MCF10AOEq0.05_peak_5961
chr18	78942119	78942196	RUNX1ChIP_MCF10AOEq0.05_peak_5962
chr18	79203382	79203546	RUNX1ChIP_MCF10AOEq0.05_peak_5963
chr18	79327434	79328288	RUNX1ChIP_MCF10AOEq0.05_peak_5964
chr18	79476383	79476490	RUNX1ChIP_MCF10AOEq0.05_peak_5965
chr18	79559820	79559930	RUNX1ChIP_MCF10AOEq0.05_peak_5966
chr18	79679194	79679334	RUNX1ChIP_MCF10AOEq0.05_peak_5967
chr18	79699973	79700046	RUNX1ChIP_MCF10AOEq0.05_peak_5968
chr18	79791628	79791945	RUNX1ChIP_MCF10AOEq0.05_peak_5969
chr18	79962107	79962201	RUNX1ChIP_MCF10AOEq0.05_peak_5970
chr18	79983907	79984087	RUNX1ChIP_MCF10AOEq0.05_peak_5971
chr18	80175661	80175833	RUNX1ChIP_MCF10AOEq0.05_peak_5972
chr18	80179464	80179561	RUNX1ChIP_MCF10AOEq0.05_peak_5973
chr18	80263016	80263249	RUNX1ChIP_MCF10AOEq0.05_peak_5974
chr19	338507	338755	RUNX1ChIP_MCF10AOEq0.05_peak_5975
chr19	342901	343023	RUNX1ChIP_MCF10AOEq0.05_peak_5976
chr19	611563	611811	RUNX1ChIP_MCF10AOEq0.05_peak_5977
chr19	675816	675983	RUNX1ChIP_MCF10AOEq0.05_peak_5978
chr19	883959	884045	RUNX1ChIP_MCF10AOEq0.05_peak_5979
chr19	1102628	1102734	RUNX1ChIP_MCF10AOEq0.05_peak_5980
chr19	1107704	1107778	RUNX1ChIP_MCF10AOEq0.05_peak_5981
chr19	1155238	1155311	RUNX1ChIP_MCF10AOEq0.05_peak_5982
chr19	1167624	1168213	RUNX1ChIP_MCF10AOEq0.05_peak_5983
chr19	1170157	1170235	RUNX1ChIP_MCF10AOEq0.05_peak_5984
chr19	1170473	1170622	RUNX1ChIP_MCF10AOEq0.05_peak_5985
chr19	1177716	1177892	RUNX1ChIP_MCF10AOEq0.05_peak_5986
chr19	1181598	1181825	RUNX1ChIP_MCF10AOEq0.05_peak_5987
chr19	1383235	1383385	RUNX1ChIP_MCF10AOEq0.05_peak_5988
chr19	1383840	1383944	RUNX1ChIP_MCF10AOEq0.05_peak_5989
chr19	1589994	1590086	RUNX1ChIP_MCF10AOEq0.05_peak_5990
chr19	1761229	1761472	RUNX1ChIP_MCF10AOEq0.05_peak_5991
chr19	1773277	1773516	RUNX1ChIP_MCF10AOEq0.05_peak_5992
chr19	1897896	1898094	RUNX1ChIP_MCF10AOEq0.05_peak_5993
chr19	1909800	1909963	RUNX1ChIP_MCF10AOEq0.05_peak_5994
chr19	1910419	1910562	RUNX1ChIP_MCF10AOEq0.05_peak_5995
chr19	2028833	2028906	RUNX1ChIP_MCF10AOEq0.05_peak_5996
chr19	2032427	2032621	RUNX1ChIP_MCF10AOEq0.05_peak_5997
chr19	2096274	2096415	RUNX1ChIP_MCF10AOEq0.05_peak_5998
chr19	2105303	2105453	RUNX1ChIP_MCF10AOEq0.05_peak_5999
chr19	2475876	2475953	RUNX1ChIP_MCF10AOEq0.05_peak_6000
chr19	2478498	2478693	RUNX1ChIP_MCF10AOEq0.05_peak_6001
chr19	2639496	2639599	RUNX1ChIP_MCF10AOEq0.05_peak_6002
chr19	2710580	2710731	RUNX1ChIP_MCF10AOEq0.05_peak_6003
chr19	2710808	2711008	RUNX1ChIP_MCF10AOEq0.05_peak_6004
chr19	3305239	3305421	RUNX1ChIP_MCF10AOEq0.05_peak_6005
chr19	3311338	3311539	RUNX1ChIP_MCF10AOEq0.05_peak_6006
chr19	3319688	3319915	RUNX1ChIP_MCF10AOEq0.05_peak_6007
chr19	3320416	3320551	RUNX1ChIP_MCF10AOEq0.05_peak_6008
chr19	3483204	3483394	RUNX1ChIP_MCF10AOEq0.05_peak_6009
chr19	3500500	3500718	RUNX1ChIP_MCF10AOEq0.05_peak_6010
chr19	3520402	3520908	RUNX1ChIP_MCF10AOEq0.05_peak_6011
chr19	3708313	3708445	RUNX1ChIP_MCF10AOEq0.05_peak_6012
chr19	3718355	3718527	RUNX1ChIP_MCF10AOEq0.05_peak_6013
chr19	3852671	3852857	RUNX1ChIP_MCF10AOEq0.05_peak_6014
chr19	4369944	4370098	RUNX1ChIP_MCF10AOEq0.05_peak_6015
chr19	4379460	4379616	RUNX1ChIP_MCF10AOEq0.05_peak_6016
chr19	4521514	4521919	RUNX1ChIP_MCF10AOEq0.05_peak_6017
chr19	4583278	4583516	RUNX1ChIP_MCF10AOEq0.05_peak_6018
chr19	4723956	4724196	RUNX1ChIP_MCF10AOEq0.05_peak_6019
chr19	4895917	4896011	RUNX1ChIP_MCF10AOEq0.05_peak_6020
chr19	4914996	4915120	RUNX1ChIP_MCF10AOEq0.05_peak_6021
chr19	4933643	4933820	RUNX1ChIP_MCF10AOEq0.05_peak_6022
chr19	5139246	5139465	RUNX1ChIP_MCF10AOEq0.05_peak_6023
chr19	5191116	5191330	RUNX1ChIP_MCF10AOEq0.05_peak_6024
chr19	5287531	5287664	RUNX1ChIP_MCF10AOEq0.05_peak_6025
chr19	5288498	5288639	RUNX1ChIP_MCF10AOEq0.05_peak_6026
chr19	5298549	5298793	RUNX1ChIP_MCF10AOEq0.05_peak_6027
chr19	5315353	5315538	RUNX1ChIP_MCF10AOEq0.05_peak_6028
chr19	5360574	5360692	RUNX1ChIP_MCF10AOEq0.05_peak_6029
chr19	5487396	5487610	RUNX1ChIP_MCF10AOEq0.05_peak_6030
chr19	5680548	5680637	RUNX1ChIP_MCF10AOEq0.05_peak_6031
chr19	5690871	5691049	RUNX1ChIP_MCF10AOEq0.05_peak_6032
chr19	6273881	6273958	RUNX1ChIP_MCF10AOEq0.05_peak_6033
chr19	6578992	6579210	RUNX1ChIP_MCF10AOEq0.05_peak_6034
chr19	6674935	6675033	RUNX1ChIP_MCF10AOEq0.05_peak_6035
chr19	6719693	6720542	RUNX1ChIP_MCF10AOEq0.05_peak_6036
chr19	7060124	7060224	RUNX1ChIP_MCF10AOEq0.05_peak_6037
chr19	7273034	7273120	RUNX1ChIP_MCF10AOEq0.05_peak_6038
chr19	7422418	7422518	RUNX1ChIP_MCF10AOEq0.05_peak_6039
chr19	7479538	7479614	RUNX1ChIP_MCF10AOEq0.05_peak_6040
chr19	7492256	7492429	RUNX1ChIP_MCF10AOEq0.05_peak_6041
chr19	7582673	7582808	RUNX1ChIP_MCF10AOEq0.05_peak_6042
chr19	7784148	7784282	RUNX1ChIP_MCF10AOEq0.05_peak_6043
chr19	7989412	7989589	RUNX1ChIP_MCF10AOEq0.05_peak_6044
chr19	8282664	8282766	RUNX1ChIP_MCF10AOEq0.05_peak_6045
chr19	8297501	8297686	RUNX1ChIP_MCF10AOEq0.05_peak_6046
chr19	8355726	8355943	RUNX1ChIP_MCF10AOEq0.05_peak_6047
chr19	8367048	8367135	RUNX1ChIP_MCF10AOEq0.05_peak_6048
chr19	8367227	8367522	RUNX1ChIP_MCF10AOEq0.05_peak_6049
chr19	8451969	8452193	RUNX1ChIP_MCF10AOEq0.05_peak_6050
chr19	8526217	8526403	RUNX1ChIP_MCF10AOEq0.05_peak_6051
chr19	8540718	8540802	RUNX1ChIP_MCF10AOEq0.05_peak_6052
chr19	8569159	8569392	RUNX1ChIP_MCF10AOEq0.05_peak_6053
chr19	9544191	9544318	RUNX1ChIP_MCF10AOEq0.05_peak_6054
chr19	9596197	9596338	RUNX1ChIP_MCF10AOEq0.05_peak_6055
chr19	9796470	9796606	RUNX1ChIP_MCF10AOEq0.05_peak_6056
chr19	9940760	9941041	RUNX1ChIP_MCF10AOEq0.05_peak_6057
chr19	10218723	10218819	RUNX1ChIP_MCF10AOEq0.05_peak_6058
chr19	10508666	10509032	RUNX1ChIP_MCF10AOEq0.05_peak_6059
chr19	10554239	10554313	RUNX1ChIP_MCF10AOEq0.05_peak_6060
chr19	10662046	10662362	RUNX1ChIP_MCF10AOEq0.05_peak_6061
chr19	10821902	10822127	RUNX1ChIP_MCF10AOEq0.05_peak_6062
chr19	10847761	10847837	RUNX1ChIP_MCF10AOEq0.05_peak_6063
chr19	10940220	10940361	RUNX1ChIP_MCF10AOEq0.05_peak_6064
chr19	11084037	11084173	RUNX1ChIP_MCF10AOEq0.05_peak_6065
chr19	11091865	11091981	RUNX1ChIP_MCF10AOEq0.05_peak_6066
chr19	11094851	11095134	RUNX1ChIP_MCF10AOEq0.05_peak_6067
chr19	11137481	11137626	RUNX1ChIP_MCF10AOEq0.05_peak_6068
chr19	11204999	11205204	RUNX1ChIP_MCF10AOEq0.05_peak_6069
chr19	11279918	11280222	RUNX1ChIP_MCF10AOEq0.05_peak_6070
chr19	11324149	11324237	RUNX1ChIP_MCF10AOEq0.05_peak_6071
chr19	11324298	11324626	RUNX1ChIP_MCF10AOEq0.05_peak_6072
chr19	11339513	11339669	RUNX1ChIP_MCF10AOEq0.05_peak_6073
chr19	11344518	11344654	RUNX1ChIP_MCF10AOEq0.05_peak_6074
chr19	11355796	11355908	RUNX1ChIP_MCF10AOEq0.05_peak_6075
chr19	11422373	11422587	RUNX1ChIP_MCF10AOEq0.05_peak_6076
chr19	11597850	11598018	RUNX1ChIP_MCF10AOEq0.05_peak_6077
chr19	12400102	12400211	RUNX1ChIP_MCF10AOEq0.05_peak_6078
chr19	12551024	12551127	RUNX1ChIP_MCF10AOEq0.05_peak_6079
chr19	12745153	12745347	RUNX1ChIP_MCF10AOEq0.05_peak_6080
chr19	12777722	12777809	RUNX1ChIP_MCF10AOEq0.05_peak_6081
chr19	13093062	13093210	RUNX1ChIP_MCF10AOEq0.05_peak_6082
chr19	13100075	13100439	RUNX1ChIP_MCF10AOEq0.05_peak_6083
chr19	13143328	13143415	RUNX1ChIP_MCF10AOEq0.05_peak_6084
chr19	13881312	13881493	RUNX1ChIP_MCF10AOEq0.05_peak_6085
chr19	13887683	13887774	RUNX1ChIP_MCF10AOEq0.05_peak_6086
chr19	13938450	13938585	RUNX1ChIP_MCF10AOEq0.05_peak_6087
chr19	14476887	14477049	RUNX1ChIP_MCF10AOEq0.05_peak_6088
chr19	14545789	14545954	RUNX1ChIP_MCF10AOEq0.05_peak_6089
chr19	14562017	14562269	RUNX1ChIP_MCF10AOEq0.05_peak_6090
chr19	15195013	15195193	RUNX1ChIP_MCF10AOEq0.05_peak_6091
chr19	15276792	15276865	RUNX1ChIP_MCF10AOEq0.05_peak_6092
chr19	15378051	15378144	RUNX1ChIP_MCF10AOEq0.05_peak_6093
chr19	15635249	15635340	RUNX1ChIP_MCF10AOEq0.05_peak_6094
chr19	15635425	15635686	RUNX1ChIP_MCF10AOEq0.05_peak_6095
chr19	16338956	16339151	RUNX1ChIP_MCF10AOEq0.05_peak_6096
chr19	16417016	16417374	RUNX1ChIP_MCF10AOEq0.05_peak_6097
chr19	16594089	16594263	RUNX1ChIP_MCF10AOEq0.05_peak_6098
chr19	16615812	16615930	RUNX1ChIP_MCF10AOEq0.05_peak_6099
chr19	16619731	16619855	RUNX1ChIP_MCF10AOEq0.05_peak_6100
chr19	16877042	16877297	RUNX1ChIP_MCF10AOEq0.05_peak_6101
chr19	16877699	16877874	RUNX1ChIP_MCF10AOEq0.05_peak_6102
chr19	17255140	17255298	RUNX1ChIP_MCF10AOEq0.05_peak_6103
chr19	17326178	17326493	RUNX1ChIP_MCF10AOEq0.05_peak_6104
chr19	17406388	17406539	RUNX1ChIP_MCF10AOEq0.05_peak_6105
chr19	17755280	17755353	RUNX1ChIP_MCF10AOEq0.05_peak_6106
chr19	17864310	17864518	RUNX1ChIP_MCF10AOEq0.05_peak_6107
chr19	17926146	17926249	RUNX1ChIP_MCF10AOEq0.05_peak_6108
chr19	18021296	18021484	RUNX1ChIP_MCF10AOEq0.05_peak_6109
chr19	18035273	18035409	RUNX1ChIP_MCF10AOEq0.05_peak_6110
chr19	18263761	18263966	RUNX1ChIP_MCF10AOEq0.05_peak_6111
chr19	18275457	18275545	RUNX1ChIP_MCF10AOEq0.05_peak_6112
chr19	18414634	18414776	RUNX1ChIP_MCF10AOEq0.05_peak_6113
chr19	18442267	18442371	RUNX1ChIP_MCF10AOEq0.05_peak_6114
chr19	18487903	18488139	RUNX1ChIP_MCF10AOEq0.05_peak_6115
chr19	18496379	18496494	RUNX1ChIP_MCF10AOEq0.05_peak_6116
chr19	18677989	18678062	RUNX1ChIP_MCF10AOEq0.05_peak_6117
chr19	18703961	18704072	RUNX1ChIP_MCF10AOEq0.05_peak_6118
chr19	18762977	18763055	RUNX1ChIP_MCF10AOEq0.05_peak_6119
